functional_group,year,taxa_id,hw_season,season ,absolute_bio,min_size,max_size,temp_opt
Passive Copepod,2,21,Autumn,Winter,0.643284023,0.05,5,24
Passive Copepod,2,16,Autumn,Winter,0.349708815,0.002,0.2,20
Passive Copepod,2,17,Autumn,Winter,0.258056218,0.01,1,20
Passive Copepod,2,19,Autumn,Winter,0.107180065,0.002,0.2,24
Passive Copepod,2,16,Autumn,Spring,0.329922244,0.002,0.2,20
Passive Copepod,2,17,Autumn,Spring,0.293275673,0.01,1,20
Passive Copepod,2,21,Autumn,Spring,0.09578922,0.05,5,24
Passive Copepod,2,20,Autumn,Spring,0.047819945,0.01,1,24
Passive Copepod,2,18,Autumn,Spring,0.039776646,0.05,5,20
Passive Copepod,2,17,Autumn,Summer,2.487545667,0.01,1,20
Passive Copepod,2,21,Autumn,Summer,2.026026193,0.05,5,24
Passive Copepod,2,18,Autumn,Summer,2.011335165,0.05,5,20
Passive Copepod,2,20,Autumn,Summer,1.590662099,0.01,1,24
Passive Copepod,2,16,Autumn,Summer,0.941726981,0.002,0.2,20
Passive Copepod,2,20,Autumn,Autumn,4.460445002,0.01,1,24
Passive Copepod,2,21,Autumn,Autumn,3.734852727,0.05,5,24
Passive Copepod,2,17,Autumn,Autumn,0.603596134,0.01,1,20
Passive Copepod,2,18,Autumn,Autumn,0.340222182,0.05,5,20
Passive Copepod,2,19,Autumn,Autumn,0.111649185,0.002,0.2,24
Passive Copepod,3,16,Autumn,Winter,1.567671305,0.002,0.2,20
Passive Copepod,3,20,Autumn,Winter,0.677725686,0.01,1,24
Passive Copepod,3,21,Autumn,Winter,0.634362688,0.05,5,24
Passive Copepod,3,17,Autumn,Winter,0.589018418,0.01,1,20
Passive Copepod,3,18,Autumn,Winter,0.225375241,0.05,5,20
Passive Copepod,3,16,Autumn,Spring,0.766874221,0.002,0.2,20
Passive Copepod,3,17,Autumn,Spring,0.650699865,0.01,1,20
Passive Copepod,3,21,Autumn,Spring,0.092872889,0.05,5,24
Passive Copepod,3,18,Autumn,Spring,0.087637276,0.05,5,20
Passive Copepod,3,20,Autumn,Spring,0.047302179,0.01,1,24
Passive Copepod,3,17,Autumn,Summer,3.93976674,0.01,1,20
Passive Copepod,3,18,Autumn,Summer,3.374207464,0.05,5,20
Passive Copepod,3,16,Autumn,Summer,1.621341875,0.002,0.2,20
Passive Copepod,3,21,Autumn,Summer,1.235795994,0.05,5,24
Passive Copepod,3,20,Autumn,Summer,1.05977953,0.01,1,24
Passive Copepod,3,20,Autumn,Autumn,4.367800403,0.01,1,24
Passive Copepod,3,21,Autumn,Autumn,3.508924103,0.05,5,24
Passive Copepod,3,17,Autumn,Autumn,1.518967795,0.01,1,20
Passive Copepod,3,18,Autumn,Autumn,1.109274333,0.05,5,20
Passive Copepod,3,16,Autumn,Autumn,0.483757932,0.002,0.2,20
Passive Copepod,4,16,Autumn,Winter,1.863552893,0.002,0.2,20
Passive Copepod,4,17,Autumn,Winter,0.804056199,0.01,1,20
Passive Copepod,4,21,Autumn,Winter,0.726060594,0.05,5,24
Passive Copepod,4,20,Autumn,Winter,0.680985817,0.01,1,24
Passive Copepod,4,18,Autumn,Winter,0.490221821,0.05,5,20
Passive Copepod,4,17,Autumn,Spring,0.878709425,0.01,1,20
Passive Copepod,4,16,Autumn,Spring,0.768057349,0.002,0.2,20
Passive Copepod,4,18,Autumn,Spring,0.194580877,0.05,5,20
Passive Copepod,4,21,Autumn,Spring,0.103833255,0.05,5,24
Passive Copepod,4,20,Autumn,Spring,0.04598092,0.01,1,24
Passive Copepod,4,17,Autumn,Summer,4.814030807,0.01,1,20
Passive Copepod,4,18,Autumn,Summer,3.971907885,0.05,5,20
Passive Copepod,4,16,Autumn,Summer,1.541960292,0.002,0.2,20
Passive Copepod,4,21,Autumn,Summer,0.855052747,0.05,5,24
Passive Copepod,4,20,Autumn,Summer,0.759156542,0.01,1,24
Passive Copepod,4,20,Autumn,Autumn,4.455752234,0.01,1,24
Passive Copepod,4,21,Autumn,Autumn,3.574732603,0.05,5,24
Passive Copepod,4,17,Autumn,Autumn,2.259238226,0.01,1,20
Passive Copepod,4,18,Autumn,Autumn,2.127668308,0.05,5,20
Passive Copepod,4,16,Autumn,Autumn,0.756840145,0.002,0.2,20
Passive Copepod,5,16,Autumn,Winter,1.98077545,0.002,0.2,20
Passive Copepod,5,17,Autumn,Winter,1.265581812,0.01,1,20
Passive Copepod,5,21,Autumn,Winter,0.812803363,0.05,5,24
Passive Copepod,5,20,Autumn,Winter,0.709524836,0.01,1,24
Passive Copepod,5,18,Autumn,Winter,0.689522639,0.05,5,20
Passive Copepod,5,17,Autumn,Spring,1.16509601,0.01,1,20
Passive Copepod,5,16,Autumn,Spring,0.7685705,0.002,0.2,20
Passive Copepod,5,18,Autumn,Spring,0.271866866,0.05,5,20
Passive Copepod,5,21,Autumn,Spring,0.115921922,0.05,5,24
Passive Copepod,5,20,Autumn,Spring,0.047467439,0.01,1,24
Passive Copepod,5,17,Autumn,Summer,5.344247252,0.01,1,20
Passive Copepod,5,18,Autumn,Summer,4.086054112,0.05,5,20
Passive Copepod,5,16,Autumn,Summer,1.547978514,0.002,0.2,20
Passive Copepod,5,21,Autumn,Summer,0.697071096,0.05,5,24
Passive Copepod,5,20,Autumn,Summer,0.627698055,0.01,1,24
Passive Copepod,5,20,Autumn,Autumn,4.276829482,0.01,1,24
Passive Copepod,5,21,Autumn,Autumn,3.769778106,0.05,5,24
Passive Copepod,5,17,Autumn,Autumn,3.237747716,0.01,1,20
Passive Copepod,5,18,Autumn,Autumn,2.91062759,0.05,5,20
Passive Copepod,5,16,Autumn,Autumn,0.777872316,0.002,0.2,20
Passive Copepod,6,16,Autumn,Winter,2.055848939,0.002,0.2,20
Passive Copepod,6,17,Autumn,Winter,1.440842195,0.01,1,20
Passive Copepod,6,21,Autumn,Winter,0.809085345,0.05,5,24
Passive Copepod,6,18,Autumn,Winter,0.788920877,0.05,5,20
Passive Copepod,6,20,Autumn,Winter,0.73414232,0.01,1,24
Passive Copepod,6,17,Autumn,Spring,1.361890121,0.01,1,20
Passive Copepod,6,16,Autumn,Spring,0.772181854,0.002,0.2,20
Passive Copepod,6,18,Autumn,Spring,0.325532019,0.05,5,20
Passive Copepod,6,21,Autumn,Spring,0.117655604,0.05,5,24
Passive Copepod,6,20,Autumn,Spring,0.049895841,0.01,1,24
Passive Copepod,6,17,Autumn,Summer,5.611857205,0.01,1,20
Passive Copepod,6,18,Autumn,Summer,3.853614516,0.05,5,20
Passive Copepod,6,16,Autumn,Summer,1.567297207,0.002,0.2,20
Passive Copepod,6,21,Autumn,Summer,0.621092762,0.05,5,24
Passive Copepod,6,20,Autumn,Summer,0.571119693,0.01,1,24
Passive Copepod,6,20,Autumn,Autumn,4.244399661,0.01,1,24
Passive Copepod,6,17,Autumn,Autumn,3.683159627,0.01,1,20
Passive Copepod,6,21,Autumn,Autumn,3.592985284,0.05,5,24
Passive Copepod,6,18,Autumn,Autumn,3.256690517,0.05,5,20
Passive Copepod,6,16,Autumn,Autumn,0.842460819,0.002,0.2,20
