functional_group,year,taxa_id,hw_season,season ,absolute_bio,min_size,max_size,temp_opt
Protists,5,81,Summer,Spring,9.090805893,1.93E-03,5.18E-03,20.00
Protists,5,83,Summer,Spring,7.270537449,1.39E-02,3.73E-02,20.00
Protists,5,84,Summer,Spring,7.18804792,3.73E-02,1.00E-01,20.00
Protists,5,80,Summer,Spring,4.876360093,7.20E-04,1.93E-03,20.00
Protists,5,84,Summer,Summer,13.0250224,3.73E-02,1.00E-01,20.00
Protists,5,83,Summer,Summer,9.235315159,1.39E-02,3.73E-02,20.00
Protists,5,82,Summer,Summer,8.640726859,5.18E-03,1.39E-02,20.00
Protists,5,81,Summer,Summer,7.990384354,1.93E-03,5.18E-03,20.00
Protists,5,95,Summer,Summer,7.519478828,1.93E-03,5.18E-03,24.00
Protists,5,90,Summer,Autumn,10.39745314,1.39E-05,3.73E-05,24.00
Protists,5,89,Summer,Autumn,9.847799698,5.18E-06,1.39E-05,24.00
Protists,5,94,Summer,Autumn,9.768680282,7.20E-04,1.93E-03,24.00
Protists,5,95,Summer,Autumn,8.048222406,1.93E-03,5.18E-03,24.00
Protists,5,91,Summer,Autumn,7.409604385,3.73E-05,1.00E-04,24.00
Protists,6,81,Summer,Winter,22.47708158,1.93E-03,5.18E-03,20.00
Protists,6,77,Summer,Winter,21.10336525,3.73E-05,1.00E-04,20.00
Protists,6,76,Summer,Winter,18.49898074,1.39E-05,3.73E-05,20.00
Protists,6,80,Summer,Winter,14.3627996,7.20E-04,1.93E-03,20.00
Protists,6,82,Summer,Winter,11.4800849,5.18E-03,1.39E-02,20.00
Protists,6,82,Summer,Spring,11.28006984,5.18E-03,1.39E-02,20.00
Protists,6,81,Summer,Spring,8.995508651,1.93E-03,5.18E-03,20.00
Protists,6,83,Summer,Spring,7.639560845,1.39E-02,3.73E-02,20.00
Protists,6,84,Summer,Spring,7.490704013,3.73E-02,1.00E-01,20.00
Protists,6,80,Summer,Spring,4.971819728,7.20E-04,1.93E-03,20.00
Protists,6,84,Summer,Summer,12.17560616,3.73E-02,1.00E-01,20.00
Protists,6,83,Summer,Summer,8.846058667,1.39E-02,3.73E-02,20.00
Protists,6,82,Summer,Summer,8.817718453,5.18E-03,1.39E-02,20.00
Protists,6,81,Summer,Summer,8.550194713,1.93E-03,5.18E-03,20.00
Protists,6,95,Summer,Summer,7.415961288,1.93E-03,5.18E-03,24.00
Protists,6,90,Summer,Autumn,10.35536869,1.39E-05,3.73E-05,24.00
Protists,6,89,Summer,Autumn,9.926827296,5.18E-06,1.39E-05,24.00
Protists,6,94,Summer,Autumn,9.571440159,7.20E-04,1.93E-03,24.00
Protists,6,95,Summer,Autumn,7.934072473,1.93E-03,5.18E-03,24.00
Protists,6,91,Summer,Autumn,7.228508848,3.73E-05,1.00E-04,24.00
Protists,1,94,Autumn,Winter,22.30418496,7.20E-04,1.93E-03,24.00
Protists,1,91,Autumn,Winter,17.56150616,3.73E-05,1.00E-04,24.00
Protists,1,90,Autumn,Winter,16.32637531,1.39E-05,3.73E-05,24.00
Protists,1,93,Autumn,Winter,16.081359,2.68E-04,7.20E-04,24.00
Protists,1,76,Autumn,Winter,12.97347354,1.39E-05,3.73E-05,20.00
Protists,1,68,Autumn,Spring,11.82045744,5.18E-03,1.39E-02,16.00
Protists,1,67,Autumn,Spring,9.608680156,1.93E-03,5.18E-03,16.00
Protists,1,94,Autumn,Spring,5.263964588,7.20E-04,1.93E-03,24.00
Protists,1,81,Autumn,Spring,4.808304629,1.93E-03,5.18E-03,20.00
Protists,1,63,Autumn,Spring,4.052944695,3.73E-05,1.00E-04,16.00
Protists,1,84,Autumn,Summer,19.92449409,3.73E-02,1.00E-01,20.00
Protists,1,98,Autumn,Summer,15.78742478,3.73E-02,1.00E-01,24.00
Protists,1,95,Autumn,Summer,7.443360252,1.93E-03,5.18E-03,24.00
Protists,1,69,Autumn,Summer,6.692762691,1.39E-02,3.73E-02,16.00
Protists,1,94,Autumn,Summer,6.23441278,7.20E-04,1.93E-03,24.00
Protists,1,94,Autumn,Autumn,10.18528332,7.20E-04,1.93E-03,24.00
Protists,1,104,Autumn,Autumn,9.927430871,1.39E-05,3.73E-05,28.00
Protists,1,103,Autumn,Autumn,9.910807279,5.18E-06,1.39E-05,28.00
Protists,1,95,Autumn,Autumn,8.576253844,1.93E-03,5.18E-03,24.00
Protists,1,96,Autumn,Autumn,7.878763496,5.18E-03,1.39E-02,24.00
Protists,2,77,Autumn,Winter,22.38026839,3.73E-05,1.00E-04,20.00
Protists,2,95,Autumn,Winter,20.94997012,1.93E-03,5.18E-03,24.00
Protists,2,76,Autumn,Winter,20.46689301,1.39E-05,3.73E-05,20.00
Protists,2,81,Autumn,Winter,16.07474966,1.93E-03,5.18E-03,20.00
Protists,2,80,Autumn,Winter,14.60300835,7.20E-04,1.93E-03,20.00
Protists,2,68,Autumn,Spring,9.449471401,5.18E-03,1.39E-02,16.00
Protists,2,82,Autumn,Spring,8.851857938,5.18E-03,1.39E-02,20.00
Protists,2,81,Autumn,Spring,8.408820647,1.93E-03,5.18E-03,20.00
Protists,2,84,Autumn,Spring,5.221691134,3.73E-02,1.00E-01,20.00
Protists,2,80,Autumn,Spring,4.738468277,7.20E-04,1.93E-03,20.00
Protists,2,84,Autumn,Summer,21.20955991,3.73E-02,1.00E-01,20.00
Protists,2,83,Autumn,Summer,10.63456544,1.39E-02,3.73E-02,20.00
Protists,2,95,Autumn,Summer,8.187780896,1.93E-03,5.18E-03,24.00
Protists,2,96,Autumn,Summer,7.01738387,5.18E-03,1.39E-02,24.00
Protists,2,82,Autumn,Summer,6.7996799,5.18E-03,1.39E-02,20.00
Protists,2,90,Autumn,Autumn,10.60729337,1.39E-05,3.73E-05,24.00
Protists,2,94,Autumn,Autumn,10.44485562,7.20E-04,1.93E-03,24.00
Protists,2,89,Autumn,Autumn,9.032762462,5.18E-06,1.39E-05,24.00
Protists,2,91,Autumn,Autumn,8.257689682,3.73E-05,1.00E-04,24.00
Protists,2,95,Autumn,Autumn,8.198225538,1.93E-03,5.18E-03,24.00
Protists,3,77,Autumn,Winter,22.13774827,3.73E-05,1.00E-04,20.00
Protists,3,76,Autumn,Winter,20.50539625,1.39E-05,3.73E-05,20.00
Protists,3,81,Autumn,Winter,19.20551845,1.93E-03,5.18E-03,20.00
Protists,3,80,Autumn,Winter,15.05696724,7.20E-04,1.93E-03,20.00
Protists,3,95,Autumn,Winter,12.58362763,1.93E-03,5.18E-03,24.00
Protists,3,82,Autumn,Spring,9.992487452,5.18E-03,1.39E-02,20.00
Protists,3,81,Autumn,Spring,9.129049215,1.93E-03,5.18E-03,20.00
Protists,3,84,Autumn,Spring,6.679845434,3.73E-02,1.00E-01,20.00
Protists,3,68,Autumn,Spring,6.004570447,5.18E-03,1.39E-02,16.00
Protists,3,83,Autumn,Spring,4.49785708,1.39E-02,3.73E-02,20.00
Protists,3,84,Autumn,Summer,16.60812307,3.73E-02,1.00E-01,20.00
Protists,3,83,Autumn,Summer,10.82497088,1.39E-02,3.73E-02,20.00
Protists,3,82,Autumn,Summer,8.735741708,5.18E-03,1.39E-02,20.00
Protists,3,95,Autumn,Summer,7.896716172,1.93E-03,5.18E-03,24.00
Protists,3,96,Autumn,Summer,6.688924243,5.18E-03,1.39E-02,24.00
Protists,3,94,Autumn,Autumn,11.17394408,7.20E-04,1.93E-03,24.00
Protists,3,90,Autumn,Autumn,10.42292053,1.39E-05,3.73E-05,24.00
Protists,3,95,Autumn,Autumn,9.128222962,1.93E-03,5.18E-03,24.00
Protists,3,89,Autumn,Autumn,9.08890039,5.18E-06,1.39E-05,24.00
Protists,3,91,Autumn,Autumn,7.910889057,3.73E-05,1.00E-04,24.00
Protists,4,77,Autumn,Winter,21.08323817,3.73E-05,1.00E-04,20.00
Protists,4,81,Autumn,Winter,19.87288314,1.93E-03,5.18E-03,20.00
Protists,4,76,Autumn,Winter,19.67723417,1.39E-05,3.73E-05,20.00
Protists,4,80,Autumn,Winter,14.47334119,7.20E-04,1.93E-03,20.00
Protists,4,75,Autumn,Winter,11.3149979,5.18E-06,1.39E-05,20.00
Protists,4,82,Autumn,Spring,10.87131379,5.18E-03,1.39E-02,20.00
Protists,4,81,Autumn,Spring,9.47173876,1.93E-03,5.18E-03,20.00
Protists,4,84,Autumn,Spring,7.715829178,3.73E-02,1.00E-01,20.00
Protists,4,83,Autumn,Spring,6.82227768,1.39E-02,3.73E-02,20.00
Protists,4,80,Autumn,Spring,5.009046899,7.20E-04,1.93E-03,20.00
Protists,4,84,Autumn,Summer,13.68541222,3.73E-02,1.00E-01,20.00
Protists,4,83,Autumn,Summer,9.595177118,1.39E-02,3.73E-02,20.00
Protists,4,82,Autumn,Summer,8.595150977,5.18E-03,1.39E-02,20.00
Protists,4,81,Autumn,Summer,7.792798889,1.93E-03,5.18E-03,20.00
Protists,4,95,Autumn,Summer,7.654886682,1.93E-03,5.18E-03,24.00
Protists,4,94,Autumn,Autumn,10.65301563,7.20E-04,1.93E-03,24.00
Protists,4,90,Autumn,Autumn,10.41749499,1.39E-05,3.73E-05,24.00
Protists,4,89,Autumn,Autumn,9.609258882,5.18E-06,1.39E-05,24.00
Protists,4,95,Autumn,Autumn,7.999288631,1.93E-03,5.18E-03,24.00
Protists,4,91,Autumn,Autumn,7.561461577,3.73E-05,1.00E-04,24.00
Protists,5,81,Autumn,Winter,21.680976,1.93E-03,5.18E-03,20.00
Protists,5,77,Autumn,Winter,21.09353715,3.73E-05,1.00E-04,20.00
Protists,5,76,Autumn,Winter,18.67945025,1.39E-05,3.73E-05,20.00
Protists,5,80,Autumn,Winter,14.33804376,7.20E-04,1.93E-03,20.00
Protists,5,82,Autumn,Winter,10.43881724,5.18E-03,1.39E-02,20.00
Protists,5,82,Autumn,Spring,11.35656372,5.18E-03,1.39E-02,20.00
Protists,5,81,Autumn,Spring,9.136544359,1.93E-03,5.18E-03,20.00
Protists,5,83,Autumn,Spring,7.395251393,1.39E-02,3.73E-02,20.00
Protists,5,84,Autumn,Spring,7.369668441,3.73E-02,1.00E-01,20.00
Protists,5,80,Autumn,Spring,4.92161597,7.20E-04,1.93E-03,20.00
Protists,5,84,Autumn,Summer,12.14880249,3.73E-02,1.00E-01,20.00
Protists,5,83,Autumn,Summer,8.834656545,1.39E-02,3.73E-02,20.00
Protists,5,82,Autumn,Summer,8.789456965,5.18E-03,1.39E-02,20.00
Protists,5,81,Autumn,Summer,8.525420326,1.93E-03,5.18E-03,20.00
Protists,5,95,Autumn,Summer,7.497809759,1.93E-03,5.18E-03,24.00
Protists,5,90,Autumn,Autumn,10.37359589,1.39E-05,3.73E-05,24.00
Protists,5,89,Autumn,Autumn,9.838562244,5.18E-06,1.39E-05,24.00
Protists,5,94,Autumn,Autumn,9.756912659,7.20E-04,1.93E-03,24.00
Protists,5,95,Autumn,Autumn,7.929476553,1.93E-03,5.18E-03,24.00
Protists,5,91,Autumn,Autumn,7.440928455,3.73E-05,1.00E-04,24.00
Protists,6,81,Autumn,Winter,22.32934864,1.93E-03,5.18E-03,20.00
Protists,6,77,Autumn,Winter,21.08349433,3.73E-05,1.00E-04,20.00
Protists,6,76,Autumn,Winter,18.49070635,1.39E-05,3.73E-05,20.00
Protists,6,80,Autumn,Winter,14.29388002,7.20E-04,1.93E-03,20.00
Protists,6,82,Autumn,Winter,11.43117792,5.18E-03,1.39E-02,20.00
Protists,6,82,Autumn,Spring,11.27359705,5.18E-03,1.39E-02,20.00
Protists,6,81,Autumn,Spring,8.991911312,1.93E-03,5.18E-03,20.00
Protists,6,83,Autumn,Spring,7.619731852,1.39E-02,3.73E-02,20.00
Protists,6,84,Autumn,Spring,7.461105489,3.73E-02,1.00E-01,20.00
Protists,6,80,Autumn,Spring,4.969890014,7.20E-04,1.93E-03,20.00
Protists,6,84,Autumn,Summer,11.88398494,3.73E-02,1.00E-01,20.00
Protists,6,82,Autumn,Summer,8.89305782,5.18E-03,1.39E-02,20.00
Protists,6,81,Autumn,Summer,8.823153812,1.93E-03,5.18E-03,20.00
Protists,6,83,Autumn,Summer,8.686055856,1.39E-02,3.73E-02,20.00
Protists,6,95,Autumn,Summer,7.452389164,1.93E-03,5.18E-03,24.00
Protists,6,90,Autumn,Autumn,10.3573511,1.39E-05,3.73E-05,24.00
Protists,6,89,Autumn,Autumn,9.924784599,5.18E-06,1.39E-05,24.00
Protists,6,94,Autumn,Autumn,9.544374813,7.20E-04,1.93E-03,24.00
Protists,6,95,Autumn,Autumn,7.891532455,1.93E-03,5.18E-03,24.00
Protists,6,91,Autumn,Autumn,7.265248632,3.73E-05,1.00E-04,24.00
